,open,close,high,low,volume
2015-10-16,6.8596,6.9239,6.9955,6.8166,151356854.0
2015-10-19,6.9382,7.0455,7.2601,6.9168,170481271.0
2015-10-20,7.067,7.067,7.0813,6.8882,102157303.0
2015-10-21,7.0598,6.5734,7.0813,6.552,135706752.0
2015-10-22,6.552,6.7022,6.7093,6.5019,91104931.0
2015-10-23,6.738,6.8166,6.8309,6.645,95765485.0
2015-10-26,6.9955,6.9454,7.1385,6.8667,134845217.0
2015-10-27,6.9168,6.8596,6.9168,6.645,83366701.0
2015-10-28,6.8882,6.8309,7.0455,6.7952,97043949.0
2015-10-29,6.8667,6.8452,6.9239,6.7809,59276591.0
2015-10-30,6.8381,6.9525,7.1314,6.7237,130661926.0
2015-11-02,6.8309,6.738,6.9382,6.7308,84246435.0
2015-11-03,6.7451,6.7308,6.8309,6.6807,62345072.0
2015-11-04,6.7451,7.4032,7.4032,6.738,293791022.0
2015-11-05,7.5748,7.9039,8.1471,7.4389,527728063.0
2015-11-06,7.7966,8.5619,8.6907,7.6535,474432460.0
2015-11-09,8.6191,8.3259,9.0626,8.2973,476577285.0
2015-11-10,8.2114,8.4475,8.8552,8.1256,296376448.0
2015-11-11,8.2973,8.5119,8.6907,8.2257,211893002.0
2015-11-12,8.5405,8.3116,8.5762,8.2257,158530553.0
2015-11-13,8.19,8.3402,8.5333,8.1328,187014763.0
2015-11-16,8.1328,8.283,8.2901,8.0898,103673644.0
2015-11-17,8.3903,8.4332,8.8552,8.3402,269097831.0
2015-11-18,8.3688,8.1471,8.5762,8.0827,153366402.0
2015-11-19,8.1471,8.24,8.2472,8.0827,88029381.0
2015-11-20,8.2257,8.1399,8.2472,8.0898,87220840.0
2015-11-23,8.1614,8.1614,8.3545,8.1256,89769964.0
2015-11-24,8.1614,8.3402,8.4117,8.097,103419319.0
2015-11-25,8.2472,8.333,8.3903,8.24,103169529.0
2015-11-26,8.3688,8.3259,8.5691,8.3187,128748802.0
2015-11-27,8.1614,7.4962,8.2257,7.4962,150847337.0
2015-11-30,7.4389,7.4461,7.5462,7.0884,120758799.0
2015-12-01,7.4389,7.3817,7.5033,7.3388,67769062.0
2015-12-02,7.4246,7.7966,7.7966,7.3674,110777487.0
2015-12-03,7.725,7.7751,7.9039,7.6178,89433183.0
2015-12-04,7.725,7.5391,7.725,7.5033,78895640.0
2015-12-07,7.5248,7.6178,7.675,7.3817,64908821.0
2015-12-08,7.5534,7.4461,7.6893,7.4246,55567698.0
2015-12-09,7.4175,7.4246,7.5462,7.2887,55122561.0
2015-12-10,7.4604,7.4747,7.768,7.4318,81541589.0
2015-12-11,7.396,7.4747,7.6392,7.2673,71609152.0
2015-12-14,7.3674,8.0469,8.0469,7.303,149134684.0
2015-12-15,7.9682,7.7394,7.9969,7.725,108817779.0
2015-12-16,7.8252,7.7465,7.9396,7.7394,78350355.0
2015-12-17,7.8395,7.8824,8.004,7.7966,98614153.0
2015-12-18,7.8824,7.7894,7.9396,7.7465,78756277.0
2015-12-21,7.768,7.9468,8.0612,7.7322,106436183.0
2015-12-22,7.9754,8.0541,8.1041,7.9182,97530872.0
2015-12-23,8.1185,8.1971,8.4761,8.0183,195675064.0
2015-12-24,8.0827,7.8967,8.1971,7.7751,106394728.0
2015-12-25,7.911,7.9396,8.0112,7.8466,53265839.0
2015-12-28,8.004,7.7608,8.0755,7.7608,85794767.0
2015-12-29,7.7322,7.8538,7.8896,7.7322,47229344.0
2015-12-30,7.8395,7.8609,7.9253,7.7608,55415402.0
2015-12-31,7.8753,7.6607,7.9039,7.6392,74787902.0
2016-01-04,7.6535,6.9311,7.7036,6.9168,64795505.0
2016-01-05,6.7022,6.9168,7.1242,6.5234,88267301.0
2016-01-06,6.9382,7.0598,7.1099,6.8524,69566176.0
2016-01-07,6.9454,6.4375,6.9525,6.4018,18866018.0
2016-01-08,6.6736,6.5877,6.8596,6.2945,101540534.0
2016-01-11,6.459,6.1729,6.5734,6.1371,80374687.0
2016-01-12,6.2945,6.3016,6.459,6.223,65028389.0
2016-01-13,6.3946,6.223,6.4232,6.2015,61223029.0
2016-01-14,6.0584,6.3875,6.3946,6.0227,59634484.0
2016-01-15,6.3803,6.2301,6.3803,6.1514,55733025.0
2016-01-18,6.1228,6.3016,6.3732,6.1014,44515668.0
2016-01-19,6.3302,6.5091,6.552,6.273,66281790.0
2016-01-20,6.4733,6.4089,6.5377,6.3732,51713547.0
2016-01-21,6.3231,6.18,6.4876,6.18,51007451.0
2016-01-22,6.2802,6.2516,6.3016,6.1228,35395308.0
2016-01-25,6.2873,6.223,6.3231,6.2015,38300672.0
2016-01-26,6.0799,5.7437,6.1371,5.7151,71600837.0
2016-01-27,5.8009,5.6436,5.8367,5.4862,60447396.0
2016-01-28,5.5935,5.5434,5.7866,5.5148,44822156.0
2016-01-29,5.5935,5.8081,5.851,5.5577,63491081.0
2016-02-01,5.7938,5.665,5.7938,5.572,42028996.0
2016-02-02,5.665,5.7938,5.8582,5.6507,47388548.0
2016-02-03,5.7437,5.7723,5.7866,5.6579,32096720.0
2016-02-04,5.7938,5.8439,5.8868,5.7938,46324701.0
2016-02-05,5.8224,5.7366,5.8224,5.7294,36279325.0
2016-02-15,5.5077,5.6436,5.6865,5.5077,28180760.0
2016-02-16,5.665,5.8582,5.8868,5.665,57670982.0
2016-02-17,5.8582,5.8796,5.8939,5.7795,54649551.0
2016-02-18,5.9368,5.8582,6.0441,5.851,63164142.0
2016-02-19,5.8582,5.8653,5.9011,5.8081,40018104.0
2016-02-22,5.944,6.037,6.13,5.8868,90707823.0
2016-02-23,6.0227,5.9655,6.037,5.8796,63269177.0
2016-02-24,5.9297,6.0012,6.0084,5.8725,54915463.0
2016-02-25,5.9798,5.5077,5.9798,5.4218,81210183.0
2016-02-26,5.5935,5.5792,5.6221,5.4576,50175391.0
2016-02-29,5.5649,5.3145,5.5649,5.1858,60114068.0
2016-03-01,5.3789,5.5077,5.6436,5.3002,61088783.0
2016-03-02,5.5577,5.7795,5.8367,5.5005,82047784.0
2016-03-03,5.7795,5.7366,5.8367,5.708,69975850.0
2016-03-04,5.7008,5.851,6.0012,5.7008,127102572.0
2016-03-07,5.8653,5.944,6.037,5.8653,81566314.0
2016-03-08,5.9011,5.8725,5.9225,5.6865,75570840.0
2016-03-09,5.758,5.6936,5.8295,5.6579,66738830.0
2016-03-10,5.708,5.5792,5.7509,5.5649,48032949.0
2016-03-11,5.5291,5.6078,5.6865,5.4934,44666841.0
2016-03-14,5.6722,5.7795,5.8653,5.6221,79019133.0
2016-03-15,5.7509,5.7366,5.7866,5.6936,39810200.0
2016-03-16,5.7509,5.6936,5.8009,5.6722,45798962.0
2016-03-17,5.7294,5.8295,5.8868,5.7151,73318380.0
2016-03-18,5.8152,6.0012,6.0799,5.8152,157487497.0
2016-03-21,6.1586,6.6021,6.6021,6.1586,315721036.0
2016-03-22,6.5591,6.4161,6.6164,6.3946,158959850.0
2016-03-23,6.4089,6.5377,6.5663,6.3446,103182043.0
2016-03-24,6.4375,6.2802,6.4447,6.273,85916311.0
2016-03-25,6.2802,6.3446,6.4018,6.2659,49017813.0
2016-03-28,6.3302,6.2015,6.459,6.1514,65294438.0
2016-03-29,6.223,6.1657,6.2945,6.1157,60936165.0
2016-03-30,6.2587,6.3517,6.366,6.2158,77416475.0
2016-03-31,6.3803,6.3589,6.4948,6.3159,75974864.0
2016-04-01,6.3589,6.3231,6.4018,6.2015,51063700.0
2016-04-05,6.273,6.4232,6.4733,6.273,70053543.0
2016-04-06,6.4089,6.3875,6.4447,6.3374,50367573.0
2016-04-07,6.4089,6.2802,6.4375,6.273,49708372.0
2016-04-08,6.2373,6.2086,6.2587,6.1371,43429617.0
2016-04-11,6.4089,6.3589,6.5234,6.3517,89016584.0
2016-04-12,6.3016,6.2873,6.3302,6.2301,46619816.0
2016-04-13,6.3302,6.4304,6.5448,6.3231,126334446.0
2016-04-14,6.459,6.4375,6.4876,6.3732,51544640.0
2016-04-15,6.4518,6.3803,6.4518,6.3446,43270070.0
2016-04-18,6.3016,6.2373,6.3231,6.2086,43543102.0
2016-04-19,6.2659,6.2587,6.3016,6.1943,32804145.0
2016-04-20,6.2802,5.9941,6.2873,5.8295,75886606.0
2016-04-21,5.944,5.9225,6.037,5.9154,37970690.0
2016-04-22,5.8796,5.944,5.9583,5.8582,29212974.0
2016-04-25,5.9011,5.8939,5.9297,5.8367,24425493.0
2016-04-26,5.9154,5.9655,5.9726,5.8939,24908321.0
2016-04-27,6.0513,6.0227,6.13,5.9798,53007288.0
2016-04-28,6.0227,6.037,6.1157,5.9368,57635245.0
2016-04-29,6.0084,6.0084,6.0727,5.9726,38672583.0
2016-05-03,6.0084,6.1228,6.1514,5.9798,70014796.0
2016-05-04,6.0799,6.0727,6.1157,6.0084,46916256.0
2016-05-05,6.0584,6.0584,6.087,6.0227,34220308.0
