,open,close,high,low,volume
2012-04-05,7.3145,7.7696,7.7948,7.3145,66012321.0
2012-04-06,7.7948,7.8033,7.9802,7.7359,46620141.0
2012-04-09,7.778,7.9887,8.1825,7.7611,60263956.0
2012-04-10,7.9549,8.1235,8.1319,7.8201,47615101.0
2012-04-11,8.0224,8.0645,8.2836,7.9971,59954686.0
2012-04-12,8.0814,8.1993,8.2162,8.0476,42405325.0
2012-04-13,8.1993,8.3257,8.3594,8.1993,68229379.0
2012-04-16,8.2752,8.3005,8.3763,8.2415,37545335.0
2012-04-17,8.3005,8.0308,8.3763,8.0308,40378767.0
2012-04-18,8.0898,8.4016,8.4184,8.0814,76145029.0
2012-04-19,8.3847,8.3594,8.4521,8.3173,42392982.0
2012-04-20,8.3594,8.3089,8.4353,8.2499,45964789.0
2012-04-23,8.292,8.4269,8.5364,8.292,59477175.0
2012-04-24,8.3763,8.3679,8.5111,8.1572,57676646.0
2012-04-25,8.3005,8.41,8.4184,8.2667,32815343.0
2012-04-26,8.4269,8.5027,8.5617,8.4184,57577508.0
2012-04-27,8.5111,8.351,8.5364,8.3426,41611490.0
2012-05-02,8.5364,8.6291,8.7302,8.528,97817210.0
2012-05-03,8.6797,8.8313,8.8482,8.6291,82089870.0
2012-05-04,8.8229,8.7892,8.8735,8.6965,46170370.0
2012-05-07,8.7639,8.8229,8.8735,8.7134,59887147.0
2012-05-08,8.8061,8.7386,8.8061,8.528,63038272.0
2012-05-09,8.6375,8.4943,8.646,8.4943,40728864.0
2012-05-10,8.4774,8.4437,8.6038,8.4184,36114292.0
2012-05-11,8.469,8.3679,8.5533,8.351,39185942.0
2012-05-14,8.4437,8.351,8.5701,8.3257,42437454.0
2012-05-15,8.3005,8.4269,8.469,8.2667,35946646.0
2012-05-16,8.4269,8.1656,8.4269,8.1319,46339179.0
2012-05-17,8.1572,8.3173,8.3426,8.1235,32821578.0
2012-05-18,8.233,8.0982,8.2667,8.0139,30317569.0
2012-05-21,8.1066,8.0982,8.2752,8.0392,35892712.0
2012-05-22,8.174,8.6797,8.7302,8.174,99001775.0
2012-05-23,8.6375,8.6881,8.7808,8.4774,78217187.0
2012-05-24,8.6881,8.8313,9.0589,8.6881,105266034.0
2012-05-25,8.7808,8.7639,8.8651,8.7386,51193700.0
2012-05-28,8.7555,9.3959,9.4296,8.7049,158645788.0
2012-05-29,9.3875,9.3875,9.5055,9.2695,132278769.0
2012-05-30,9.3538,9.2948,9.4549,9.2611,66268240.0
2012-05-31,9.1937,9.1431,9.2695,9.1094,62658073.0
2012-06-01,9.1431,9.2695,9.4465,9.1094,71065489.0
2012-06-04,9.042,8.9409,9.2358,8.9409,59816706.0
2012-06-05,8.9325,8.8313,9.0589,8.7049,58217128.0
2012-06-06,8.8566,8.9325,9.0589,8.8482,37121881.0
2012-06-07,9.0926,8.9156,9.1263,8.8651,28851471.0
2012-06-08,9.101,9.0167,9.1516,8.9662,55063095.0
2012-06-11,9.0167,9.1768,9.2274,9.0167,55167897.0
2012-06-12,9.1347,9.1853,9.2864,9.1094,46234282.0
2012-06-13,9.219,9.3032,9.3285,9.1768,42099434.0
2012-06-14,9.3117,9.0673,9.337,9.0673,33399554.0
2012-06-15,9.1179,8.8651,9.1516,8.6712,59216592.0
2012-06-18,8.9577,9.0252,9.0841,8.8651,26062608.0
2012-06-19,9.0167,8.7555,9.0167,8.7134,32479333.0
2012-06-20,8.7724,8.7049,8.8398,8.6797,20193521.0
2012-06-21,8.7049,8.7471,8.7639,8.5195,27851962.0
2012-06-25,8.6628,8.5954,8.8061,8.528,31012322.0
2012-06-26,8.5027,8.4353,8.5617,8.2836,25987168.0
2012-06-27,8.4269,8.4353,8.5785,8.3679,23580925.0
2012-06-28,8.4521,8.4521,8.5785,8.4269,20848770.0
2012-07-02,8.6375,8.5785,8.7471,8.5111,26048674.0
2012-07-03,8.5785,8.3005,8.6291,8.233,64300396.0
2012-07-04,8.3005,7.9971,8.3426,7.8285,53096910.0
2012-07-05,7.9634,7.7864,7.9634,7.6094,42537645.0
2012-07-06,7.8454,8.174,8.2162,7.8285,49147964.0
2012-07-09,8.0898,8.0224,8.3679,8.0055,41322707.0
2012-07-10,7.9971,8.174,8.2583,7.9381,33388552.0
2012-07-11,8.174,8.4606,8.5954,8.1403,46048336.0
2012-07-12,8.469,8.5533,8.5954,8.3257,40862953.0
2012-07-13,8.5533,8.7134,8.8903,8.5111,39688292.0
2012-07-16,8.7218,8.5701,8.7639,8.3847,42632452.0
2012-07-17,8.5448,8.5027,8.6291,8.4353,15858301.0
2012-07-18,8.5027,8.4606,8.5785,8.1656,28963170.0
2012-07-19,8.41,8.4269,8.587,8.2752,27115473.0
2012-07-20,8.4016,7.8875,8.4016,7.8285,52706187.0
2012-07-23,7.8454,7.6684,7.8538,7.6094,42903707.0
2012-07-24,7.66,7.6853,7.778,7.6263,31104894.0
2012-07-25,7.6684,7.6769,7.7106,7.601,23768319.0
2012-07-26,7.6853,7.719,7.8538,7.6432,25169749.0
2012-07-27,7.719,7.9128,7.9381,7.719,33220943.0
2012-07-30,7.9381,8.0814,8.3089,7.9381,50499105.0
2012-07-31,8.1066,8.0898,8.2752,8.0814,35911557.0
2012-08-01,8.0729,8.351,8.4269,8.0561,43077650.0
2012-08-02,8.3847,8.3089,8.4521,8.2162,31866798.0
2012-08-03,8.4299,8.3262,8.4299,8.1878,26640095.0
2012-08-06,8.3694,8.4904,8.5596,8.257,31866005.0
2012-08-07,8.5077,8.525,8.6461,8.3867,31382892.0
2012-08-08,8.5077,8.404,8.5596,8.378,28691313.0
2012-08-09,8.3953,8.525,8.5596,8.3262,34816285.0
2012-08-10,8.525,8.4818,8.5769,8.4213,17203953.0
2012-08-13,8.4645,7.9976,8.4645,7.8766,63763365.0
2012-08-14,7.9976,8.11,8.1273,7.9112,37571504.0
2012-08-15,8.0668,7.989,8.0754,7.9717,21452828.0
2012-08-16,7.9976,8.0408,8.0668,7.9717,19896709.0
2012-08-17,8.0236,7.963,8.0495,7.8766,23283195.0
2012-08-20,7.8939,7.695,7.8939,7.5912,58554025.0
2012-08-21,7.695,7.7209,7.842,7.6777,33484327.0
2012-08-22,7.7642,7.7815,7.7988,7.6777,32882503.0
2012-08-23,7.7988,7.7382,7.816,7.6345,30238133.0
2012-08-24,7.695,7.2454,7.7036,7.2195,74881843.0
2012-08-27,7.2368,6.9774,7.2368,6.8909,64425771.0
2012-08-28,6.9774,7.0206,7.0465,6.9169,22844362.0
2012-08-29,7.0033,6.9428,7.0033,6.9082,20440093.0
2012-08-30,6.8217,7.0206,7.0379,6.8217,25816367.0
2012-08-31,7.2454,7.0293,7.3319,6.986,53482322.0
2012-09-03,7.0638,7.1503,7.2195,6.9601,41145932.0
2012-09-04,7.1762,6.8823,7.2195,6.7699,82545349.0
2012-09-05,6.839,6.7958,6.865,6.6661,37439749.0
2012-09-06,6.839,6.9169,7.0293,6.8304,39943069.0
2012-09-07,7.0811,7.6085,7.6085,7.0811,140935331.0
2012-09-10,7.7469,7.7815,7.9544,7.6604,168139580.0
2012-09-11,7.695,7.6518,7.7036,7.4702,69542858.0
2012-09-12,7.7036,7.7815,7.7901,7.5826,55230641.0
2012-09-13,7.7382,7.5567,7.7642,7.5221,52883927.0
2012-09-14,7.6258,7.5912,7.695,7.4356,54233695.0
2012-09-17,7.5307,7.0984,7.5307,7.0811,73262457.0
2012-09-18,7.1676,7.0984,7.1849,7.012,43106287.0
2012-09-19,7.1589,7.1503,7.2281,7.0898,38378576.0
2012-09-20,7.1676,6.9169,7.1676,6.8996,53077002.0
2012-09-21,6.9169,6.9514,7.0379,6.8736,29513344.0
2012-09-24,6.865,7.1849,7.2281,6.8131,52071156.0
2012-09-25,7.2713,7.1071,7.2713,7.0984,27082171.0
2012-09-26,7.1071,7.012,7.133,6.9687,24183001.0
2012-09-27,7.012,7.2886,7.3059,6.986,59301091.0
2012-09-28,7.2713,7.4529,7.4961,7.2195,74818141.0
2012-10-08,7.4443,7.3405,7.5221,7.28,35308232.0
2012-10-09,7.2886,7.548,7.5912,7.2886,52593316.0
2012-10-10,7.5221,7.548,7.5653,7.4702,43610411.0
2012-10-11,7.574,7.427,7.6518,7.4183,40373689.0
2012-10-12,7.5134,7.4529,7.574,7.3492,26392085.0
2012-10-15,7.5048,7.4789,7.5221,7.3492,27415812.0
2012-10-16,7.5048,7.4443,7.5567,7.4183,25421939.0
2012-10-17,7.4875,7.4443,7.4961,7.3146,25691468.0
2012-10-18,7.4702,7.6691,7.7123,7.4529,66577645.0
2012-10-19,7.6777,7.7815,7.9976,7.6691,69266374.0
2012-10-22,7.7036,7.842,7.9025,7.6864,38875010.0
2012-10-23,7.8679,7.7382,7.8679,7.7296,27816271.0
2012-10-24,7.6777,7.7036,7.7901,7.6172,21258719.0
2012-10-25,7.7469,7.5912,7.7728,7.5912,21936366.0
2012-10-26,7.548,7.3059,7.5999,7.2454,41826639.0
2012-10-29,7.2886,7.2281,7.2886,7.1935,23242791.0
2012-10-30,7.2195,7.3319,7.3751,7.2195,20511272.0
2012-10-31,7.3751,7.2541,7.401,7.2022,31038577.0
2012-11-01,7.2541,7.4702,7.4875,7.2541,45114444.0
2012-11-02,7.4616,7.4875,7.5307,7.4097,28664587.0
2012-11-05,7.4789,7.5912,7.6085,7.4356,36837631.0
2012-11-06,7.5653,7.5134,7.574,7.3837,27845246.0
2012-11-07,7.4961,7.401,7.5394,7.3578,25192391.0
2012-11-08,7.3146,7.1503,7.3232,7.133,40116334.0
2012-11-09,7.133,7.1071,7.2108,7.0638,30797704.0
2012-11-12,7.1503,7.1503,7.1676,7.0552,30277192.0
2012-11-13,7.0984,7.0552,7.1071,6.9774,28503723.0
2012-11-14,7.0379,7.0465,7.0811,6.986,21750637.0
2012-11-15,7.0033,7.0206,7.0984,6.9514,20016151.0
2012-11-16,7.0293,7.0293,7.0465,6.9428,22410736.0
2012-11-19,7.0293,7.0984,7.1417,6.9687,24037350.0
2012-11-20,7.1417,7.0206,7.1676,6.9774,23216099.0
2012-11-21,7.012,7.1244,7.133,6.9947,17569900.0
2012-11-22,7.1071,7.0465,7.1244,7.012,17687241.0
2012-11-23,7.0811,7.0638,7.1157,7.0293,15136987.0
2012-11-26,7.0465,6.9341,7.0638,6.8996,34353023.0
2012-11-27,6.9082,6.865,6.9341,6.8477,21600581.0
2012-11-28,6.865,6.8304,6.8996,6.8217,23249388.0
2012-11-29,6.8823,6.8304,6.9514,6.8304,19604958.0
2012-11-30,6.8131,6.8736,6.9774,6.7958,34821346.0
2012-12-03,6.8823,6.7958,6.9687,6.7699,27397112.0
2012-12-04,6.7785,6.9082,6.9428,6.7612,23576101.0
2012-12-05,6.9255,7.3232,7.5134,6.8736,86031909.0
2012-12-06,7.3146,7.2195,7.3319,7.2195,53830704.0
2012-12-07,7.2281,7.401,7.4875,7.1935,96942248.0
2012-12-10,7.4183,7.4616,7.5394,7.3924,66414847.0
2012-12-11,7.401,7.3837,7.4789,7.3492,30585559.0
2012-12-12,7.3751,7.4356,7.5653,7.3751,36982465.0
2012-12-13,7.401,7.3146,7.4183,7.2973,29110713.0
2012-12-14,7.3492,7.695,7.7209,7.3405,102024257.0
2012-12-17,7.7642,7.7296,7.9544,7.695,80000045.0
2012-12-18,7.7209,7.6777,7.8247,7.6431,58114507.0
2012-12-19,7.6604,7.9544,8.0581,7.6085,129230337.0
2012-12-20,7.9025,7.9544,8.0149,7.816,74577689.0
2012-12-21,7.963,7.8679,8.0408,7.8247,62944715.0
2012-12-24,7.8593,7.8593,7.9544,7.842,28889485.0
2012-12-25,7.8247,8.1014,8.2051,7.7815,95294112.0
2012-12-26,8.0927,8.1014,8.2656,8.0408,49978440.0
2012-12-27,8.1532,7.9457,8.2051,7.9371,51806729.0
2012-12-28,7.9803,8.0322,8.0322,7.9112,47668149.0
2012-12-31,8.0408,7.963,8.0408,7.7901,99337517.0
2013-01-04,7.9976,7.9544,8.0495,7.8593,69578840.0
2013-01-07,7.9371,7.9457,7.9803,7.9025,46636536.0
2013-01-09,7.6085,7.695,7.7988,7.5653,154295186.0
2013-01-10,7.6518,7.695,7.7901,7.6345,70108764.0
2013-01-11,7.695,7.4702,7.7296,7.4702,62129703.0
2013-01-14,7.4702,7.7642,7.7988,7.427,69087530.0
2013-01-15,7.7901,7.8852,7.9284,7.7209,88821511.0
2013-01-16,7.8852,7.8074,7.8939,7.695,50533033.0
2013-01-17,7.8074,7.7469,7.8506,7.7036,33358069.0
2013-01-18,7.7815,7.8333,7.8852,7.7209,39784801.0
2013-01-21,7.8939,8.0495,8.0841,7.8852,118394468.0
2013-01-22,8.0668,7.816,8.0668,7.7642,94246767.0
2013-01-23,7.8247,7.695,7.8679,7.5912,57800993.0
2013-01-24,7.695,7.6777,7.963,7.5912,73893025.0
2013-01-25,7.695,7.7036,7.7901,7.6258,26500478.0
2013-01-28,7.7382,7.989,7.9976,7.7382,102002400.0
2013-01-29,7.989,7.989,8.1446,7.9717,71181143.0
2013-01-30,7.989,7.9284,8.0841,7.8852,66373036.0
2013-01-31,7.9371,7.9976,8.0495,7.8593,71463090.0
2013-02-01,7.9803,8.3953,8.4386,7.9198,135900954.0
2013-02-04,8.3089,8.2051,8.9919,8.1878,223781374.0
2013-02-05,8.0927,8.6547,8.7758,7.9976,182981311.0
2013-02-06,8.7239,8.6374,8.9487,8.5683,102570536.0
2013-02-07,8.672,8.8103,8.819,8.5855,75224610.0
2013-02-08,8.8276,8.7498,8.8622,8.7152,59146404.0
2013-02-18,8.7844,8.5596,8.8622,8.5337,66965240.0
2013-02-19,8.5596,8.257,8.6028,8.1792,83005931.0
2013-02-20,8.2656,8.3521,8.404,8.1965,47928223.0
2013-02-21,8.2743,7.9457,8.2743,7.816,99151315.0
2013-02-26,8.0063,7.8593,8.1532,7.842,61573052.0
2013-02-27,7.8852,7.8506,7.9717,7.8074,47485745.0
2013-02-28,7.9112,8.11,8.136,7.8679,58107135.0
2013-03-01,8.1273,8.0927,8.1965,7.9284,43473736.0
2013-03-04,7.9198,7.4616,7.9198,7.2886,182760361.0
2013-03-05,7.4356,7.4875,7.4961,7.3059,81259434.0
2013-03-06,7.5221,7.4356,7.5394,7.3665,97763236.0
2013-03-07,7.4356,7.4875,7.5307,7.401,65322367.0
2013-03-08,7.5134,7.4616,7.5221,7.4356,33584389.0
2013-03-11,7.4356,7.3924,7.4356,7.3232,36395925.0
2013-03-12,7.401,7.427,7.548,7.3319,66599643.0
2013-03-13,7.3924,7.2454,7.4097,7.2281,53334287.0
2013-03-14,7.2281,7.2454,7.2886,7.1935,29162206.0
2013-03-15,7.2454,7.3232,7.3837,7.1417,58510623.0
2013-03-18,7.3319,7.1762,7.3578,7.1503,44632480.0
2013-03-19,7.2195,7.2195,7.2368,7.0984,31931362.0
2013-03-20,7.2281,7.4616,7.4702,7.1935,66099921.0
2013-03-21,7.4702,7.4097,7.4789,7.3578,45158827.0
2013-03-22,7.4183,7.3578,7.427,7.3059,36458453.0
2013-03-25,7.3837,7.401,7.4616,7.3492,34318152.0
2013-03-26,7.3924,7.28,7.3924,7.2108,33810973.0
2013-03-27,7.2713,7.2541,7.3405,7.2281,27049527.0
2013-03-28,7.1849,7.0725,7.1935,7.0379,43968110.0
2013-03-29,7.012,6.9514,7.0465,6.9341,40653807.0
2013-04-01,6.9169,7.0293,7.0379,6.8823,31196748.0
2013-04-02,7.0293,7.0898,7.2713,7.0033,46413058.0
2013-04-03,7.133,7.1244,7.2108,7.0898,37953545.0
2013-04-08,7.0033,7.0725,7.0984,6.9169,33098640.0
2013-04-09,7.0898,7.1417,7.1849,7.0811,30898409.0
2013-04-10,7.1417,7.0811,7.1589,7.0293,26421883.0
2013-04-11,7.1503,7.0811,7.2022,7.0293,31555387.0
2013-04-12,7.0725,6.9774,7.1417,6.9428,29520225.0
2013-04-15,6.571,6.597,6.7266,6.5278,70620002.0
2013-04-16,6.5364,6.5797,6.6315,6.3981,43192579.0
2013-04-17,6.571,6.5018,6.5797,6.45,33685548.0
2013-04-18,6.4846,6.4673,6.5883,6.424,31030759.0
2013-04-19,6.4932,6.6229,6.6575,6.4846,43514360.0
2013-04-22,6.7007,6.8131,6.8823,6.7007,65373556.0
2013-04-23,6.7872,6.6056,6.7872,6.597,39419528.0
2013-04-24,6.6402,6.6834,6.7526,6.5624,31263599.0
2013-04-25,6.6575,6.6748,6.7439,6.597,32911503.0
2013-04-26,6.7266,6.5451,6.7353,6.5105,23257399.0
2013-05-02,6.4846,6.3635,6.5191,6.3376,30934241.0
2013-05-03,6.4154,6.3894,6.4673,6.3635,38275616.0
2013-05-06,6.3894,6.424,6.4413,6.3549,32246492.0
2013-05-07,6.4327,6.3376,6.4327,6.3203,53625777.0
2013-05-08,6.3549,6.4586,6.4586,6.3549,45668368.0
2013-05-09,6.4673,6.3981,6.4846,6.3635,27985127.0
2013-05-10,6.3894,6.4154,6.45,6.3549,23921276.0
2013-05-13,6.424,6.3549,6.45,6.3289,42879711.0
2013-05-14,6.3462,6.3203,6.3894,6.2943,39425946.0
2013-05-15,6.3289,6.2598,6.3549,6.2338,33041744.0
2013-05-16,6.2425,6.3116,6.3376,6.1819,40330904.0
2013-05-17,6.303,6.4154,6.4327,6.277,45410220.0
2013-05-20,6.4413,6.4586,6.4846,6.3981,50276976.0
2013-05-21,6.4586,6.4846,6.5191,6.4327,38469584.0
2013-05-22,6.4846,6.4154,6.4932,6.3808,58815371.0
2013-05-23,6.3808,6.303,6.4067,6.303,41283149.0
2013-05-24,6.3116,6.303,6.3549,6.2684,36814315.0
2013-05-29,6.1819,6.1474,6.2511,6.0609,118817454.0
2013-05-30,6.1128,6.1214,6.1474,6.0868,48580993.0
2013-05-31,6.1301,6.1041,6.1819,6.0955,42963071.0
2013-06-03,6.0955,6.1301,6.1474,6.0609,49344331.0
2013-06-04,6.1301,6.0263,6.1387,6.009,49018850.0
2013-06-05,6.0522,5.9485,6.0695,5.9312,46531744.0
2013-06-06,6.0522,6.1906,6.2511,6.0436,114514673.0
2013-06-07,6.2079,6.1128,6.2511,6.0695,66111532.0
2013-06-13,6.0522,5.8188,6.0609,5.7929,68276339.0
2013-06-14,5.8447,5.7929,5.8793,5.7756,42414263.0
2013-06-17,5.8102,5.7151,5.8361,5.6286,43285944.0
2013-06-18,5.7151,5.594,5.7583,5.5594,58893786.0
2013-06-19,5.5508,5.4384,5.5594,5.3433,59149030.0
2013-06-20,5.3951,5.2136,5.3951,5.1963,60185660.0
2013-06-21,5.1444,4.9715,5.1444,4.9542,112774520.0
2013-06-24,4.9369,4.6948,4.9456,4.496,107808383.0
2013-06-25,4.6084,4.617,4.6862,4.349,89746096.0
2013-06-26,4.617,4.6256,4.6948,4.5132,61516768.0
2013-06-27,4.6689,4.6084,4.8159,4.5738,98241314.0
2013-06-28,4.5738,4.6948,4.738,4.4787,62653649.0
2013-07-01,4.6948,4.6516,4.7294,4.5651,58721547.0
2013-07-02,4.6343,4.5824,4.6516,4.5219,56055002.0
2013-07-03,4.5651,4.4614,4.5651,4.4181,50782699.0
2013-07-04,4.4268,4.5305,4.5997,4.349,80055432.0
2013-07-05,4.5392,4.5392,4.6084,4.5046,50084638.0
2013-07-08,4.4614,4.3576,4.4614,4.3576,48057535.0
2013-07-09,4.3317,4.3144,4.3749,4.2971,44454836.0
2013-07-10,4.2971,4.4441,4.4527,4.2798,57273507.0
2013-07-11,4.4268,4.8418,4.885,4.4095,189261965.0
2013-07-12,4.7553,4.6084,4.8072,4.6084,111574537.0
2013-07-15,4.6084,4.6602,4.7121,4.6084,56440308.0
2013-07-16,4.6602,4.7208,4.7294,4.6343,50680724.0
2013-07-17,4.7294,4.6775,4.7986,4.6689,55161401.0
2013-07-18,4.6516,4.5911,4.6602,4.5738,41454709.0
2013-07-19,4.5997,4.4614,4.6256,4.3663,47793838.0
2013-07-22,4.4973,4.5603,4.5603,4.4344,35811165.0
2013-07-23,4.5603,4.7132,4.7852,4.5603,52610484.0
2013-07-24,4.7312,4.6323,4.7402,4.5603,57553285.0
2013-07-25,4.6413,4.6053,4.6862,4.5963,38458003.0
2013-07-26,4.5873,4.5873,4.6233,4.5423,28423615.0
2013-07-29,4.5783,4.5063,4.5783,4.4973,33032364.0
2013-07-30,4.5063,4.5513,4.6233,4.5063,26602410.0
2013-07-31,4.6053,4.5423,4.6413,4.5333,24495243.0
2013-08-01,4.5693,4.6593,4.6593,4.5513,46410188.0
2013-08-02,4.6952,4.6593,4.7222,4.6413,44241838.0
2013-08-05,4.6503,4.7042,4.7132,4.6413,30424935.0
2013-08-06,4.6952,4.7762,4.8122,4.6323,64779567.0
2013-08-07,4.7312,4.7222,4.8212,4.7132,54709892.0
2013-08-08,4.7132,4.6952,4.7402,4.6772,34398686.0
2013-08-09,4.7132,4.7132,4.7402,4.6503,33797279.0
2013-08-12,4.7222,4.8931,4.9111,4.7042,101289939.0
2013-08-13,4.9111,4.9921,5.019,4.8751,84010373.0
2013-08-14,4.9921,4.9111,5.028,4.8931,66291159.0
2013-08-15,4.9111,4.8841,4.9561,4.8661,42918750.0
2013-08-16,4.8481,4.8032,5.091,4.7762,89375940.0
2013-08-19,4.7582,4.8212,4.8571,4.7402,37240622.0
2013-08-20,4.8212,4.7402,4.8661,4.7312,43766302.0
2013-08-21,4.7672,4.7402,4.7852,4.7042,29757339.0
2013-08-22,4.7402,4.7312,4.7942,4.7132,24941978.0
2013-08-23,4.7492,4.6503,4.7762,4.6143,35272838.0
2013-08-26,4.6682,4.7582,4.7672,4.6593,31033119.0
2013-08-27,4.7582,4.7582,4.7762,4.7132,34346374.0
2013-08-28,4.7312,4.8122,4.8571,4.6772,58984315.0
2013-08-29,4.8122,4.7672,4.8571,4.7402,45087495.0
2013-08-30,4.7672,4.7762,4.8391,4.7132,55431972.0
2013-09-02,4.8212,5.163,5.2529,4.7852,250105468.0
2013-09-03,5.082,5.172,5.2079,5.064,126308919.0
2013-09-04,5.136,5.073,5.1899,5.037,97890237.0
2013-09-05,5.064,4.9921,5.109,4.9831,58488527.0
2013-09-06,4.9921,5.019,5.073,4.9741,45794894.0
2013-09-09,5.037,5.163,5.2079,5.019,114161529.0
2013-09-10,5.2169,5.3428,5.3608,5.154,144191287.0
2013-09-11,5.3428,5.7476,5.8466,5.3428,257576132.0
2013-09-12,5.7386,5.6037,5.7386,5.5137,130219895.0
2013-09-13,5.5497,5.4778,5.6037,5.4328,89361122.0
2013-09-16,5.5048,5.4778,5.5497,5.4508,51937584.0
2013-09-17,5.4868,5.2439,5.5048,5.2349,89238797.0
2013-09-18,5.2259,5.2619,5.2889,5.2169,42622580.0
2013-09-23,5.2799,5.3428,5.3788,5.2799,44369093.0
2013-09-24,5.3339,5.2169,5.3339,5.172,51538573.0
2013-09-25,5.2169,5.127,5.2439,5.118,47146270.0
2013-09-26,5.118,5.0011,5.136,4.9831,48973447.0
2013-09-27,5.0011,5.046,5.073,4.9831,33304548.0
2013-09-30,5.064,5.073,5.109,5.028,25592179.0
2013-10-08,5.064,5.163,5.1899,5.01,38431083.0
2013-10-09,5.154,5.136,5.163,5.091,36843319.0
2013-10-10,5.136,5.046,5.1809,5.046,40010095.0
2013-10-11,5.082,5.154,5.172,5.064,40121833.0
2013-10-14,5.172,5.2979,5.3249,5.163,64608887.0
2013-10-15,5.2979,5.3878,5.4328,5.2079,67587329.0
2013-10-16,5.3698,5.2079,5.3698,5.1989,47951363.0
2013-10-17,5.2349,5.163,5.2799,5.163,35765407.0
2013-10-18,5.163,5.145,5.1899,5.109,29080061.0
2013-10-21,5.154,5.1989,5.2169,5.082,37926232.0
2013-10-22,5.1989,5.1989,5.2619,5.136,47890292.0
2013-10-23,5.163,5.046,5.2349,5.019,64125295.0
2013-10-24,5.0011,4.8481,5.01,4.7852,62695805.0
2013-10-25,4.8481,4.9021,4.9291,4.8122,45898324.0
2013-10-28,5.3788,5.2079,5.3788,5.163,187956045.0
2013-10-29,5.2169,5.037,5.2439,4.9741,80789715.0
